26,0,0.0162852113
5,1,0.0268485915
30,2,0.0360915493
10,3,0.0475352113
17,4,0.0594190141
37,5,0.0655809859
31,6,0.0726232394
7,7,0.0787852113
8,8,0.0875880282
2,9,0.0928697183
32,10,0.0981514085
15,11,0.1073943662
271,12,0.1131161972
20,13,0.119278169
36,14,0.1219190141
33,15,0.1272007042
47,16,0.1329225352
248,17,0.139084507
44,18,0.144806338
16,19,0.1522887324
268,20,0.1584507042
1,21,0.1610915493
25,22,0.167693662
451,23,0.1685739437
264,24,0.1729753521
112,25,0.1773767606
188,26,0.1822183099
255,27,0.1857394366
269,28,0.1905809859
61,29,0.1971830986
9,30,0.201584507
19,31,0.2064260563
28,32,0.2086267606
27,33,0.2121478873
450,34,0.2147887324
252,35,0.2174295775
43,36,0.2196302817
4,37,0.2222711268
337,38,0.2257922535
3,39,0.2284330986
265,40,0.230193662
122,41,0.2319542254
260,42,0.2354753521
452,43,0.2376760563
315,44,0.2403169014
40,45,0.244278169
34,46,0.2464788732
29,47,0.2495598592
270,48,0.2526408451
227,49,0.2544014085
13,50,0.2579225352
18,51,0.2636443662
46,52,0.267165493
501,53,0.2689260563
446,54,0.2715669014
54,55,0.2742077465
39,56,0.275528169
42,57,0.2772887324
74,58,0.2777288732
21,59,0.28125
58,60,0.2821302817
259,61,0.2834507042
624,62,0.2843309859
38,63,0.2891725352
242,64,0.2913732394
627,65,0.2940140845
35,66,0.2962147887
175,67,0.2988556338
50,68,0.3014964789
276,69,0.3032570423
905,70,0.3045774648
609,71,0.3063380282
279,72,0.3094190141
631,73,0.3107394366
121,74,0.3142605634
636,75,0.3151408451
266,76,0.318221831
24,77,0.3217429577
272,78,0.3226232394
236,79,0.3261443662
291,80,0.3283450704
14,82,0.3314260563
187,83,0.3327464789
45,84,0.3353873239
53,85,0.3375880282
432,86,0.3384683099
256,87,0.3397887324
378,88,0.3415492958
527,89,0.3428697183
75,90,0.3450704225
314,91,0.3468309859
1037,92,0.3481514085
379,93,0.349471831
959,94,0.3503521127
41,95,0.3525528169
727,97,0.3538732394
786,98,0.3543133803
214,99,0.3569542254
111,100,0.3587147887
273,101,0.3604753521
770,102,0.3626760563
23,103,0.3639964789
231,104,0.3657570423
513,105,0.3666373239
632,106,0.3675176056
55,107,0.3697183099
48,108,0.3710387324
241,109,0.3732394366
267,110,0.3741197183
99,111,0.375
402,112,0.3776408451
621,113,0.3789612676
456,114,0.3802816901
349,115,0.3824823944
226,116,0.3846830986
573,117,0.3855633803
623,119,0.3868838028
921,120,0.3877640845
628,121,0.3886443662
243,122,0.3895246479
22,123,0.3917253521
429,125,0.394806338
392,126,0.3983274648
278,127,0.4018485915
442,128,0.4027288732
237,129,0.4044894366
783,130,0.4053697183
700,131,0.40625
490,132,0.4084507042
403,133,0.4106514085
12,134,0.411971831
914,135,0.4137323944
302,136,0.4159330986
87,137,0.4172535211
986,139,0.417693662
201,140,0.4194542254
738,141,0.420334507
602,142,0.4207746479
942,143,0.4216549296
428,144,0.4225352113
960,145,0.423415493
282,146,0.4247359155
174,147,0.4256161972
60,148,0.4273767606
1020,150,0.4282570423
587,151,0.4295774648
933,152,0.4300176056
440,153,0.431778169
244,154,0.4330985915
6,155,0.4339788732
601,158,0.4352992958
630,159,0.4357394366
489,160,0.4366197183
200,161,0.4370598592
11,163,0.4379401408
547,164,0.4397007042
57,165,0.4410211268
668,167,0.4414612676
895,169,0.4419014085
1021,170,0.4423415493
232,171,0.443221831
262,172,0.4449823944
213,174,0.4454225352
368,176,0.4467429577
225,177,0.448943662
245,178,0.4498239437
441,180,0.451584507
784,181,0.4529049296
572,183,0.4533450704
1049,185,0.4537852113
448,186,0.454665493
220,188,0.4551056338
759,189,0.4564260563
274,190,0.457306338
162,191,0.4577464789
780,192,0.4586267606
512,193,0.4590669014
558,194,0.4599471831
275,195,0.4603873239
377,196,0.4612676056
782,197,0.4621478873
629,198,0.463028169
51,199,0.4643485915
415,200,0.4656690141
453,201,0.4661091549
771,202,0.4665492958
634,203,0.4674295775
458,204,0.4683098592
840,205,0.46875
932,206,0.4691901408
775,208,0.4696302817
52,209,0.4700704225
423,210,0.4705105634
826,211,0.4709507042
882,212,0.4718309859
68,213,0.4727112676
766,214,0.4740316901
619,215,0.474471831
286,216,0.4757922535
799,217,0.4771126761
639,220,0.4784330986
254,221,0.4788732394
1082,222,0.4793133803
1014,223,0.4797535211
325,224,0.4806338028
1070,225,0.4810739437
626,226,0.4815140845
263,227,0.4823943662
258,229,0.4837147887
454,230,0.4841549296
110,231,0.4850352113
219,232,0.4867957746
781,233,0.4872359155
939,234,0.488556338
336,235,0.4889964789
926,237,0.4894366197
827,238,0.4898767606
49,239,0.4911971831
463,240,0.4916373239
978,242,0.4925176056
760,243,0.4929577465
161,245,0.4938380282
233,246,0.4951584507
590,247,0.4960387324
846,249,0.4964788732
1106,250,0.4969190141
785,251,0.4973591549
418,252,0.4977992958
859,253,0.4982394366
633,254,0.4991197183
667,255,0.5
71,256,0.5013204225
1024,258,0.5017605634
929,260,0.5026408451
768,261,0.5030809859
1097,262,0.5035211268
261,263,0.5048415493
455,265,0.5052816901
149,266,0.5074823944
120,267,0.5088028169
676,268,0.5092429577
358,269,0.5096830986
348,271,0.5101232394
607,272,0.511443662
1027,273,0.5118838028
592,274,0.5136443662
608,275,0.5145246479
955,276,0.5154049296
449,277,0.5167253521
419,278,0.517165493
290,280,0.5176056338
173,282,0.5184859155
613,283,0.5189260563
135,285,0.5193661972
69,286,0.5202464789
77,287,0.5206866197
280,288,0.5215669014
335,289,0.5220070423
611,290,0.5233274648
62,291,0.5250880282
430,292,0.525528169
500,293,0.5259683099
436,294,0.5268485915
591,296,0.5272887324
1094,297,0.5277288732
234,300,0.5299295775
666,301,0.5308098592
1100,302,0.53125
1015,304,0.5321302817
974,305,0.5330105634
642,306,0.5334507042
289,307,0.5347711268
445,311,0.5356514085
749,312,0.5374119718
599,313,0.5387323944
763,314,0.5391725352
890,315,0.5396126761
221,316,0.5404929577
465,317,0.5409330986
687,318,0.5418133803
916,319,0.542693662
447,320,0.5431338028
294,321,0.5440140845
595,322,0.5444542254
469,323,0.5457746479
1007,324,0.5462147887
1000,325,0.5466549296
526,326,0.5475352113
793,327,0.548415493
857,328,0.5488556338
70,329,0.5501760563
640,330,0.5514964789
981,331,0.5519366197
935,332,0.5523767606
1005,336,0.5528169014
492,337,0.5536971831
426,338,0.5541373239
679,341,0.5545774648
546,342,0.5554577465
160,344,0.5558978873
339,345,0.556778169
918,348,0.5576584507
1058,349,0.5580985915
644,353,0.5589788732
927,354,0.5602992958
776,356,0.5611795775
434,357,0.5620598592
287,358,0.5625
994,360,0.5629401408
791,367,0.5633802817
367,368,0.5638204225
622,370,0.5642605634
1104,372,0.5647007042
1043,374,0.5651408451
1001,375,0.5655809859
931,376,0.5660211268
773,378,0.5673415493
67,381,0.5677816901
212,382,0.5686619718
1041,383,0.5691021127
64,384,0.5704225352
1033,387,0.5708626761
420,388,0.5717429577
1019,390,0.5721830986
511,392,0.5735035211
952,395,0.5748239437
900,396,0.5757042254
748,397,0.5761443662
1012,398,0.576584507
317,399,0.5770246479
948,400,0.5774647887
603,401,0.5779049296
444,403,0.5787852113
257,407,0.5792253521
908,409,0.5805457746
620,410,0.5809859155
1030,411,0.5814260563
247,412,0.5827464789
73,416,0.5831866197
788,418,0.5840669014
251,420,0.5845070423
313,421,0.5853873239
858,424,0.5858274648
413,426,0.5871478873
59,427,0.5875880282
975,428,0.588028169
485,429,0.5884683099
610,432,0.5889084507
625,435,0.5893485915
817,437,0.5897887324
222,438,0.5906690141
934,439,0.5911091549
586,441,0.5915492958
467,442,0.5928697183
462,443,0.5941901408
711,445,0.5950704225
148,447,0.5963908451
369,448,0.5972711268
249,450,0.5985915493
658,451,0.5990316901
443,453,0.599471831
819,455,0.5999119718
839,456,0.6003521127
779,458,0.6007922535
72,460,0.6016725352
525,466,0.6021126761
635,468,0.6025528169
277,470,0.6038732394
381,472,0.6047535211
898,474,0.605193662
471,475,0.6060739437
283,476,0.6065140845
422,477,0.607834507
867,480,0.6082746479
930,481,0.6091549296
98,482,0.6095950704
1092,483,0.6100352113
755,484,0.6104753521
637,487,0.610915493
281,488,0.6117957746
790,490,0.6122359155
762,491,0.613556338
285,492,0.6144366197
538,494,0.6148767606
466,497,0.6157570423
752,498,0.6166373239
1004,502,0.6175176056
906,503,0.6179577465
414,504,0.6183978873
1076,505,0.6188380282
178,506,0.6201584507
460,507,0.6205985915
571,508,0.6210387324
134,509,0.6219190141
116,511,0.6223591549
778,512,0.6227992958
936,513,0.6236795775
63,514,0.6241197183
662,517,0.6245598592
152,518,0.625
928,519,0.6254401408
494,520,0.6267605634
1025,522,0.6272007042
923,523,0.6276408451
1011,525,0.6280809859
829,526,0.6289612676
550,527,0.6298415493
996,528,0.6302816901
347,529,0.6316021127
360,530,0.6324823944
238,531,0.6338028169
811,532,0.6342429577
82,533,0.6351232394
761,535,0.6355633803
503,536,0.6377640845
589,540,0.6382042254
1018,541,0.6386443662
217,542,0.6395246479
104,543,0.6399647887
690,544,0.6404049296
376,545,0.642165493
482,550,0.6426056338
166,551,0.6430457746
988,552,0.6434859155
459,553,0.6439260563
172,555,0.644806338
656,558,0.6452464789
798,561,0.6456866197
730,563,0.6461267606
320,564,0.6465669014
1061,565,0.6470070423
96,566,0.6483274648
972,567,0.6487676056
545,572,0.6496478873
330,573,0.650528169
1023,576,0.6509683099
