"","V1","V2"
"292",17,0.137000700770848
"293",450,0.593202522775053
"294",616,0.655571128241065
"295",349,0.553258584442887
"296",420,0.579887876664331
"297",35,0.210231254379818
"298",89,0.335669236159776
"299",132,0.400490539593553
"300",640,0.663629992992292
"301",221,0.475122634898388
"302",27,0.180448493342677
"303",87,0.331814996496146
"304",407,0.574281709880869
"305",374,0.561317449194114
"306",229,0.48072880168185
"307",61,0.27645409950946
"308",42,0.228451296426069
"309",263,0.500700770847933
"310",172,0.439383321653819
"311",227,0.478276103714086
"312",142,0.412754029432376
"313",121,0.381569726699369
"314",76,0.309740714786265
"315",44,0.233356692361598
"316",48,0.24562018220042
"317",78,0.314646110721794
"318",101,0.352487736510161
"319",190,0.453398738612474
"320",195,0.457252978276104
"321",250,0.492992291520673
"322",69,0.295024526979678
"323",114,0.373510861948143
"324",693,0.683952347582341
"325",470,0.598808689558514
"326",127,0.394533987386125
"327",72,0.300981079187106
"328",288,0.517168885774352
"329",488,0.606166783461808
"330",146,0.418360196215837
"331",476,0.601261387526279
"332",873,0.732655921513665
"333",912,0.74281709880869
"334",492,0.608619481429573
"335",216,0.471618780658725
"336",358,0.557112824106517
"337",2226,0.937981779957954
"338",280,0.512964260686755
"339",80,0.320602662929222
"340",1270,0.816047652417659
"341",321,0.539943938332165
"342",946,0.75332866152768
"343",2153,0.93062368605466
"344",1912,0.906797477224947
"345",1141,0.792571829011913
"346",607,0.652768044849334
"347",5250,0.999649614576034
"348",667,0.674491941135249
"349",641,0.663980378416258
"350",1322,0.827960756832516
"351",943,0.752627890679748
"352",136,0.406797477224947
"353",1725,0.886825508058865
"354",3081,0.975823405746321
"355",904,0.73896285914506
"356",1185,0.801681850035039
"357",1160,0.796426068675543
"358",967,0.760686755430974
"359",938,0.751576734407849
"360",678,0.67729502452698
"361",1010,0.770847932725999
"362",2558,0.956201822004205
"363",652,0.667834618079888
"364",711,0.68885774351787
"365",421,0.580588647512263
"366",91,0.339173090399439
"367",775,0.704975473020322
"368",1285,0.818149964961458
"369",399,0.572179397337071
"370",1504,0.856341976173791
"371",726,0.694463910301331
"372",564,0.639103013314646
"373",1080,0.782060266292922
"374",910,0.741765942536791
"375",1245,0.810791871058164
"376",1002,0.7687456201822
"377",831,0.720742817098809
"378",224,0.476524176594254
"379",43,0.230553608969867
"380",687,0.682200420462509
"381",756,0.700770847932726
"382",1935,0.909950946040645
"383",699,0.685353889278206
"384",573,0.64260686755431
"385",1471,0.850385423966363
"386",1385,0.83426769446391
"387",1832,0.901191310441486
"388",814,0.715136650315347
"389",1274,0.816398037841626
"390",892,0.737210932025228
"391",289,0.517519271198318
"392",235,0.485283812193413
"393",38,0.218290119131044
"394",799,0.710932025227751
"395",1017,0.773300630693763
"396",345,0.551857042747022
"397",3342,0.984933426769446
"398",1437,0.842326559215137
"399",807,0.714085494043448
"400",2665,0.9614576033637
"401",2451,0.952347582340575
"402",3266,0.981779957953749
"403",1969,0.913805185704275
"404",852,0.72740014015417
"405",529,0.625087596355992
"406",271,0.506306937631395
"407",115,0.375262789067975
"408",1268,0.815697266993693
"409",1926,0.908549404344779
"410",589,0.647862648913805
"411",3716,0.992641906096706
"412",1444,0.844428871758935
"413",784,0.70707778556412
"414",2731,0.962508759635599
"415",2692,0.962158374211633
"416",3709,0.991941135248774
"417",1111,0.785914505956552
"418",2228,0.93833216538192
"419",1612,0.874211632796076
"420",778,0.706026629292221
"421",269,0.505606166783462
"422",92,0.340574632095305
"423",1159,0.79572529782761
"424",2006,0.915907498248073
"425",530,0.625788367203924
"426",2872,0.967414155571128
"427",626,0.656972669936931
"428",1698,0.884022424667134
"429",1758,0.891030133146461
"430",2612,0.957252978276104
"431",1031,0.773651016117729
"432",1934,0.909600560616678
"433",368,0.558514365802383
"434",176,0.44218640504555
"435",1353,0.831464611072179
"436",448,0.592151366503153
"437",2850,0.966012613875263
"438",684,0.680448493342677
"439",686,0.681499649614576
"440",1414,0.837421163279608
"441",1765,0.891730903994394
"442",2461,0.953048353188507
"443",1246,0.81114225648213
"444",1803,0.897687456201822
"445",1508,0.857743517869657
"446",545,0.633847231955151
"447",196,0.457953749124036
"448",93,0.342326559215137
"449",945,0.752978276103714
"450",472,0.599509460406447
"451",3020,0.973370707778556
"452",872,0.731955150665732
"453",1001,0.768044849334268
"454",1806,0.899088997897687
"455",2551,0.955851436580238
"456",2152,0.930273300630694
"457",1919,0.90749824807288
"458",1509,0.858093903293623
"459",819,0.71864050455501
"460",624,0.656271899088998
"461",126,0.391730903994394
"462",94,0.343377715487036
"463",1506,0.857042747021724
"464",2168,0.931324456902593
"465",2976,0.970567624386826
"466",1415,0.837771548703574
"467",1339,0.83041345480028
"468",1914,0.907147862648914
"469",2310,0.944288717589348
"470",3824,0.994043447792572
"471",2143,0.929222144358795
"472",1517,0.858794674141556
"473",1186,0.802032235459005
"474",1044,0.775753328661528
"475",112,0.371058163980378
"476",133,0.402592852137351
"477",2334,0.946741415557113
"478",3311,0.983531885073581
"479",1014,0.771899088997898
"480",1890,0.905746320953048
"481",695,0.684302733006307
"482",680,0.677995795374912
"483",657,0.669236159775753
"484",1315,0.825157673440785
"485",1068,0.78030833917309
"486",1473,0.850735809390329
"487",1961,0.912754029432376
"488",1286,0.818500350385424
"489",426,0.582690960056062
"490",504,0.612473721093203
"491",295,0.522424667133847
"492",200,0.461807988787666
"493",1659,0.878766643307638
"494",1316,0.825508058864751
"495",252,0.494393833216538
"496",278,0.512613875262789
"497",388,0.567274001401542
"498",816,0.716888577435179
"499",477,0.602312543798178
"500",1441,0.843377715487036
"501",952,0.755080588647512
"502",173,0.440084092501752
"503",210,0.467063770147162
"504",773,0.704625087596356
"505",924,0.74562018220042
"506",338,0.548703573931324
"507",960,0.75718290119131
"508",125,0.388927820602663
"509",556,0.637351086194814
"510",292,0.520672740014015
"511",1345,0.830763840224247
"512",81,0.320953048353188
"513",86,0.33041345480028
"514",682,0.679747722494744
"515",357,0.556762438682551
"516",767,0.702873160476524
"517",182,0.448493342676945
"518",372,0.559915907498248
"519",294,0.521723896285915
"520",1054,0.777855641205326
"521",593,0.648913805185704
"522",674,0.675893482831114
"523",318,0.537491240364401
"524",479,0.603013314646111
"525",71,0.298177995795375
"526",153,0.425367904695165
"527",180,0.447091800981079
"528",248,0.491941135248774
"529",128,0.395234758234057
"530",453,0.593903293622985
"531",403,0.573931324456903
"532",311,0.531534688156973
"533",54,0.263840224246671
"534",320,0.538892782060266
"535",186,0.450595655220743
"536",277,0.512263489838823
"537",34,0.207428170988087
"538",23,0.165381920112123
"539",102,0.354940434477926
"540",201,0.462508759635599
"541",230,0.481079187105816
"542",265,0.501401541695865
"543",630,0.658374211632796
"544",204,0.464611072179397
"545",459,0.595304835318851
"546",553,0.635949544498949
"547",507,0.614225648213034
"548",822,0.71969166082691
"549",908,0.741065171688858
"550",443,0.589698668535389
"551",240,0.487736510161177
"552",2186,0.933076384022425
"553",317,0.536440084092502
"554",497,0.609670637701472
"555",442,0.58864751226349
"556",1012,0.771548703573931
"557",323,0.541345480028031
"558",977,0.763489838822705
"559",2216,0.936930623686055
"560",2016,0.918009810791871
"561",1046,0.77645409950946
"562",475,0.600911002102313
"563",1000,0.767694463910301
"564",5289,1
"565",662,0.671338472319551
"566",1303,0.823055360896987
"567",1864,0.90364400840925
"568",3025,0.973721093202523
"569",905,0.739663629992992
"570",1248,0.812193412754029
"571",1127,0.789418360196216
"572",948,0.754029432375613
"573",980,0.76489138051857
"574",788,0.70812894183602
"575",1135,0.791170287316048
"576",2202,0.935178696566223
"577",666,0.67344078486335
"578",550,0.63489838822705
"579",681,0.678346180798879
"580",1090,0.782761037140855
"581",429,0.584442887175893
"582",1802,0.896636299929923
"583",588,0.647161878065872
"584",1260,0.813945339873861
"585",1845,0.902242466713385
"586",906,0.740014015416959
"587",922,0.745269796776454
"588",722,0.693062368605466
"589",160,0.429572529782761
"590",1176,0.799929922915207
"591",889,0.736510161177295
"592",337,0.548353188507358
"593",2204,0.935529081990189
"594",707,0.687806587245971
"595",520,0.620532585844429
"596",1460,0.846881569726699
"597",1677,0.881219341275403
"598",2149,0.929922915206727
"599",776,0.705325858444289
"600",1238,0.808339173090399
"601",293,0.521023125437982
"602",53,0.261737911702873
"603",1108,0.785564120532586
"604",536,0.629992992291521
"605",3598,0.990189208128942
"606",1526,0.860196215837421
"607",759,0.701121233356692
"608",2634,0.958654519971969
"609",2920,0.96916608269096
"610",3600,0.990539593552908
"611",1488,0.852838121934128
"612",392,0.568675543097407
"613",193,0.455501051156272
"614",105,0.358794674141556
"615",1644,0.877014716187807
"616",2056,0.920812894183602
"617",634,0.660476524176594
"618",4035,0.996496145760336
"619",1486,0.852137351086195
"620",2884,0.968114926419061
"621",3228,0.979677645409951
"622",4367,0.997547302032235
"623",2635,0.959004905395936
"624",1783,0.892782060266293
"625",466,0.597056762438683
"626",326,0.542747021723896
"627",1580,0.867554309740715
"628",2267,0.941135248773651
"629",3272,0.982480728801682
"630",1132,0.790119131044149
"631",2289,0.942887175893483
"632",3063,0.975122634898388
"633",850,0.727049754730203
"634",2012,0.916958654519972
"635",1597,0.871408549404345
"636",341,0.549754730203224
"637",1321,0.827259985984583
"638",1602,0.873510861948143
"639",494,0.608969866853539
"640",3207,0.979327259985985
"641",790,0.708829712683952
"642",808,0.714435879467414
"643",1447,0.845129642606868
"644",2003,0.915557112824107
"645",2805,0.965662228451296
"646",1129,0.789768745620182
"647",2014,0.917659425367905
"648",1527,0.860546601261387
"649",572,0.641906096706377
"650",342,0.550455501051156
"651",304,0.527680448493343
"652",164,0.432725998598458
"653",97,0.346531184302733
"654",1324,0.828311142256482
"655",1522,0.859145059565522
"656",527,0.623686054660126
"657",3262,0.981429572529783
"658",867,0.731604765241766
"659",1143,0.79292221443588
"660",1314,0.824807288016818
"661",2013,0.917309039943938
"662",2866,0.966362999299229
"663",2506,0.955150665732306
"664",1756,0.890329362298528
"665",1468,0.848983882270498
"666",848,0.726348983882271
"667",2078,0.9229152067274
"668",2137,0.928521373510862
"669",690,0.683601962158374
"670",3006,0.972319551506657
"671",1567,0.865451997196917
"672",1701,0.8843728100911
"673",1857,0.903293622985284
"674",2647,0.960406447091801
"675",4144,0.997196916608269
"676",1958,0.912403644008409
"677",1530,0.861948142957253
"678",1217,0.805185704274702
"679",1380,0.833566923615978
"680",508,0.614576033637001
"681",183,0.449544498948844
"682",117,0.378416257883672
"683",2373,0.947792571829012
"684",3363,0.985984583041346
"685",1105,0.784512964260687
"686",2112,0.926068675543097
"687",697,0.68500350385424
"688",663,0.672039243167484
"689",1174,0.799229152067274
"690",1402,0.835318850735809
"691",1556,0.864400840925018
"692",1183,0.800630693763139
"693",648,0.66573230553609
"694",733,0.696215837421163
"695",935,0.74947442186405
"696",441,0.587596355991591
"697",151,0.423615977575333
"698",1781,0.892431674842327
"699",1794,0.894884372810091
"700",540,0.630343377715487
"701",1278,0.816748423265592
"702",247,0.491590749824807
"703",296,0.52312543798178
"704",274,0.509460406447092
"705",1739,0.888577435178697
"706",838,0.723896285914506
"707",322,0.540294323756132
"708",1152,0.795024526979678
"709",929,0.74667133847232
"710",916,0.743517869656622
"711",313,0.534337771548704
"712",866,0.7312543798178
"713",158,0.428521373510862
"714",401,0.572880168185004
"715",270,0.505956552207428
"716",1243,0.809740714786265
"717",709,0.688156972669937
"718",306,0.529432375613174
"719",746,0.698668535388928
"720",168,0.435879467414156
"721",272,0.50770847932726
"722",275,0.510161177295025
"723",432,0.58479327259986
"724",290,0.518920812894184
"725",710,0.688507358093903
"726",283,0.514365802382621
"727",609,0.653468815697267
"728",597,0.651016117729502
"729",716,0.689908899789769
"730",336,0.547652417659425
"731",434,0.585494043447793
"732",920,0.744218640504555
"733",718,0.690609670637702
"734",215,0.470567624386826
"735",557,0.637701471618781
"736",410,0.576033637000701
"737",113,0.372109320252277
"738",370,0.559215136650315
"739",119,0.379467414155571
"740",62,0.277154870357393
"741",435,0.585844428871759
"742",226,0.477575332866153
"743",65,0.285914505956552
"744",198,0.459355290819902
"745",159,0.428871758934828
"746",73,0.302382620882971
"747",106,0.359845830413455
"748",166,0.43447792571829
"749",254,0.495444989488437
"750",203,0.463559915907498
"751",468,0.597407147862649
"752",75,0.306587245970568
"753",149,0.421513665031535
"754",487,0.605466012613875
"755",893,0.737561317449194
"756",865,0.730553608969867
"757",220,0.474772249474422
"758",330,0.54625087596356
"759",2177,0.932375613174492
"760",911,0.742466713384723
"761",1298,0.822004204625088
"762",353,0.554309740714786
"763",1045,0.776103714085494
"764",2093,0.925017519271198
"765",1948,0.911002102312544
"766",1067,0.779607568325158
"767",907,0.740364400840925
"768",5177,0.999299229152067
"769",720,0.692011212333567
"770",936,0.75052557813595
"771",3005,0.971969166082691
"772",1247,0.811492641906097
"773",1194,0.803083391730904
"774",942,0.751927119831815
"775",1171,0.798177995795375
"776",1149,0.794323756131745
"777",2491,0.954800280308339
"778",558,0.638051857042747
"779",723,0.693412754029432
"780",451,0.593552908199019
"781",1528,0.86124737210932
"782",1800,0.89593552908199
"783",729,0.694814295725298
"784",517,0.618430273300631
"785",1175,0.79957953749124
"786",1168,0.797477224947442
"787",1582,0.868605466012614
"788",739,0.696916608269096
"789",301,0.526278906797477
"790",255,0.49614576033637
"791",167,0.435529081990189
"792",957,0.756832515767344
"793",2213,0.936229852838122
"794",655,0.668535388927821
"795",513,0.617028731604765
"796",1499,0.854239663629993
"797",1572,0.865802382620883
"798",2249,0.939383321653819
"799",792,0.709180098107919
"800",1232,0.8072880168185
"801",305,0.528731604765242
"802",268,0.505255781359495
"803",1140,0.792221443587947
"804",3490,0.98843728100911
"805",1534,0.862648913805186
"806",2655,0.960756832515767
"807",3127,0.977224947442186
"808",3838,0.994393833216538
"809",1112,0.786615276804485
"810",2323,0.94604064470918
"811",519,0.61948142957253
"812",1754,0.889978976874562
"813",1944,0.910651716888577
"814",544,0.632095304835319
"815",3915,0.995795374912404
"816",1566,0.86510161177295
"817",3440,0.987035739313245
"818",4489,0.997897687456202
"819",1307,0.823405746320953
"820",2261,0.940084092501752
"821",1663,0.879467414155571
"822",836,0.72249474421864
"823",228,0.479677645409951
"824",131,0.398388227049755
"825",2146,0.929572529782761
"826",582,0.646110721793973
"827",3243,0.980378416257884
"828",888,0.736159775753329
"829",1867,0.904344779257183
"830",2402,0.94989488437281
"831",3260,0.981079187105816
"832",962,0.757533286615277
"833",2059,0.921163279607568
"834",1228,0.806236860546601
"835",1395,0.834968465311843
"836",445,0.590399439383322
"837",3194,0.978976874562018
"838",615,0.654870357393132
"839",1639,0.875963559915907
"840",2224,0.937281009110021
"841",3001,0.971618780658725
"842",1220,0.805536089698669
"843",1957,0.912053258584443
"844",1485,0.851786965662228
"845",1599,0.87281009110021
"846",3232,0.980028030833917
"847",2074,0.922214435879467
"848",2978,0.970918009810792
"849",2225,0.937631394533987
"850",804,0.713034337771549
"851",608,0.653118430273301
"852",1949,0.91135248773651
"853",2031,0.918710581639804
"854",563,0.63875262789068
"855",3356,0.985634197617379
"856",1452,0.8458304134548
"857",1523,0.859495444989488
"858",2266,0.940784863349685
"859",3066,0.975473020322355
"860",3565,0.989838822704975
"861",2379,0.948142957252978
"862",1682,0.881920112123336
"863",1151,0.794674141555711
"864",1051,0.776804484933427
"865",141,0.411702873160477
"866",2469,0.954099509460406
"867",3281,0.982831114225648
"868",1016,0.772249474421864
"869",2431,0.951296426068676
"870",689,0.682901191310441
"871",770,0.703924316748423
"872",1653,0.877715487035739
"873",1936,0.910301331464611
"874",2121,0.927470217238963
"875",1338,0.829712683952348
"876",393,0.56937631394534
"877",397,0.571478626489138
"878",312,0.532936229852838
"879",1516,0.858444288717589
"880",1716,0.886124737210932
"881",570,0.641205325858444
"882",934,0.749124036440084
"883",498,0.610371408549404
"884",2035,0.91906096706377
"885",1055,0.778206026629292
"886",179,0.445339873861247
"887",484,0.605115627189909
"888",554,0.636299929922915
"889",839,0.724597056762439
"890",900,0.738262088297127
"891",1876,0.905395935529082
"892",189,0.452697967764541
"893",243,0.489138051857043
"894",535,0.628241065171689
"895",491,0.60791871058164
"896",314,0.53468815697267
"897",1715,0.885774351786966
"898",857,0.729502452697968
"899",214,0.470217238962859
"900",660,0.670988086895585
"901",261,0.499299229152067
"902",1611,0.873861247372109
"903",156,0.427470217238963
"904",202,0.462859145059566
"905",649,0.666082690960056
"906",853,0.727750525578136
"907",208,0.466012613875263
"908",356,0.556061667834618
"909",601,0.651716888577435
"910",512,0.615977575332866
"911",1107,0.785213735108619
"912",458,0.594954449894884
"913",350,0.553608969866853
"914",192,0.454800280308339
"915",233,0.483882270497547
"916",197,0.458654519971969
"917",145,0.417309039943938
"918",70,0.296426068675543
"919",130,0.397337070777856
"920",181,0.448142957252978
"921",251,0.493693062368605
"922",643,0.664681149264191
"923",418,0.579187105816398
"924",469,0.597757533286615
"925",2113,0.926419060967064
"926",490,0.606517168885774
"927",367,0.55781359495445
"928",902,0.738612473721093
"929",1211,0.803784162578837
"930",327,0.543447792571829
"931",1925,0.908199018920813
"932",1872,0.904695164681149
"933",642,0.664330763840224
"934",803,0.712683952347582
"935",4771,0.998598458304135
"936",561,0.638402242466713
"937",596,0.650665732305536
"938",1595,0.870707778556412
"939",1119,0.788717589348283
"940",969,0.76103714085494
"941",1005,0.769796776454099
"942",1078,0.781709880868956
"943",2306,0.943938332165382
"944",705,0.686755430974071
"945",1118,0.788367203924317
"946",1579,0.867203924316748
"947",719,0.690960056061668
"948",532,0.62718990889979
"949",1230,0.806587245970568
"950",1190,0.802733006306938
"951",1702,0.884723195515067
"952",1052,0.777154870357393
"953",1004,0.769446391030133
"954",970,0.761737911702873
"955",437,0.586194814295725
"956",2425,0.950595655220743
"957",706,0.687105816398038
"958",455,0.594253679046952
"959",1470,0.850035038542397
"960",1625,0.874912403644008
"961",2264,0.940434477925718
"962",883,0.734407848633497
"963",1392,0.834618079887877
"964",955,0.756482130343378
"965",211,0.467414155571128
"966",238,0.485984583041345
"967",1125,0.789067974772249
"968",526,0.622634898388227
"969",3496,0.988787666433076
"970",1454,0.846180798878767
"971",2753,0.963209530483532
"972",3104,0.976524176594254
"973",3814,0.993693062368605
"974",1170,0.797827610371409
"975",2299,0.943587946741416
"976",1592,0.870007007708479
"977",842,0.725297827610371
"978",546,0.634197617379117
"979",456,0.594604064470918
"980",205,0.464961457603364
"981",1679,0.881569726699369
"982",2232,0.938682550805886
"983",4094,0.996846531184303
"984",744,0.698318149964961
"985",2991,0.971268395234758
"986",3455,0.987736510161177
"987",4608,0.998248072880168
"988",1266,0.814646110721794
"989",2540,0.955501051156272
"990",1932,0.909250175192712
"991",823,0.720042046250876
"992",478,0.602662929222144
"993",249,0.49229152067274
"994",1676,0.880868955851437
"995",2390,0.948843728100911
"996",3522,0.989138051857043
"997",887,0.735809390329362
"998",665,0.672740014015417
"999",2090,0.924316748423266
"1000",2660,0.961107217939734
"1001",3626,0.990889978976875
"1002",982,0.765241765942537
"1003",2291,0.943237561317449
"1004",1624,0.874562018220042
"1005",638,0.662228451296426
"1006",328,0.544148563419762
"1007",424,0.581639803784163
"1008",253,0.494744218640505
"1009",1375,0.832866152768045
"1010",1903,0.906447091800981
"1011",636,0.66187806587246
"1012",3449,0.987386124737211
"1013",781,0.706377014716188
"1014",664,0.672389628591451
"1015",1793,0.893833216538192
"1016",2424,0.950245269796776
"1017",3312,0.983882270497547
"1018",1134,0.790819901892081
"1019",2244,0.939032936229853
"1020",480,0.603363700070077
"1021",402,0.57323055360897
"1022",501,0.610721793973371
"1023",423,0.581289418360196
"1024",614,0.6541695865452
"1025",3712,0.99229152067274
"1026",926,0.746320953048353
"1027",1634,0.875262789067975
"1028",2468,0.95374912403644
"1029",3420,0.986685353889278
"1030",1985,0.914505956552207
"1031",2175,0.932025227750526
"1032",1804,0.898037841625788
"1033",750,0.699369306236861
"1034",1735,0.887175893482831
"1035",2279,0.94218640504555
"1036",3811,0.993342676944639
"1037",1231,0.806937631394534
"1038",1259,0.813594954449895
