0.000000	0.000000
0.000000	0.010000
0.000222	0.018000
0.000667	0.024000
0.001111	0.030000
0.001111	0.040000
0.001556	0.046000
0.001778	0.054000
0.002000	0.062000
0.002000	0.072000
0.002000	0.082000
0.002222	0.090000
0.002889	0.094000
0.003111	0.102000
0.003778	0.106000
0.004000	0.114000
0.004444	0.120000
0.005333	0.122000
0.005778	0.128000
0.006444	0.132000
0.006667	0.140000
0.007333	0.144000
0.007333	0.154000
0.008000	0.158000
0.008444	0.164000
0.009111	0.168000
0.009333	0.176000
0.009778	0.182000
0.010222	0.188000
0.010889	0.192000
0.011111	0.200000
0.012000	0.202000
0.012444	0.208000
0.013111	0.212000
0.014222	0.212000
0.014667	0.218000
0.014889	0.226000
0.015778	0.228000
0.016889	0.228000
0.017333	0.234000
0.018444	0.234000
0.019333	0.236000
0.019778	0.242000
0.020667	0.244000
0.021556	0.246000
0.022222	0.250000
0.023111	0.252000
0.023778	0.256000
0.024222	0.262000
0.025111	0.264000
0.026000	0.266000
0.026889	0.268000
0.027778	0.270000
0.028667	0.272000
0.029333	0.276000
0.029556	0.284000
0.030222	0.288000
0.031333	0.288000
0.031778	0.294000
0.031778	0.304000
0.032222	0.310000
0.033111	0.312000
0.034000	0.314000
0.034444	0.320000
0.035333	0.322000
0.035556	0.330000
0.036222	0.334000
0.037111	0.336000
0.037333	0.344000
0.038222	0.346000
0.039111	0.348000
0.039778	0.352000
0.040667	0.354000
0.041111	0.360000
0.042000	0.362000
0.042889	0.364000
0.043556	0.368000
0.044667	0.368000
0.045556	0.370000
0.046222	0.374000
0.046667	0.380000
0.047333	0.384000
0.048000	0.388000
0.048889	0.390000
0.049778	0.392000
0.050667	0.394000
0.051111	0.400000
0.051778	0.404000
0.052222	0.410000
0.052889	0.414000
0.053333	0.420000
0.054222	0.422000
0.054222	0.432000
0.055333	0.432000
0.056000	0.436000
0.057111	0.436000
0.057556	0.442000
0.058000	0.448000
0.058667	0.452000
0.058889	0.460000
0.059333	0.466000
0.060222	0.468000
0.061111	0.470000
0.062000	0.472000
0.062889	0.474000
0.063333	0.480000
0.064222	0.482000
0.064667	0.488000
0.065556	0.490000
0.066444	0.492000
0.067333	0.494000
0.068000	0.498000
0.068889	0.500000
0.069778	0.502000
0.070000	0.510000
0.070667	0.514000
0.071556	0.516000
0.072667	0.516000
0.073333	0.520000
0.073778	0.526000
0.074222	0.532000
0.074889	0.536000
0.075778	0.538000
0.076222	0.544000
0.077111	0.546000
0.077556	0.552000
0.078444	0.554000
0.079111	0.558000
0.080000	0.560000
0.080222	0.568000
0.080444	0.576000
0.081333	0.578000
0.082000	0.582000
0.082667	0.586000
0.083556	0.588000
0.084444	0.590000
0.085111	0.594000
0.086222	0.594000
0.086889	0.598000
0.087556	0.602000
0.088222	0.606000
0.088667	0.612000
0.089333	0.616000
0.089778	0.622000
0.090444	0.626000
0.091111	0.630000
0.092000	0.632000
0.093111	0.632000
0.093556	0.638000
0.094000	0.644000
0.094667	0.648000
0.095556	0.650000
0.096000	0.656000
0.096889	0.658000
0.097778	0.660000
0.098222	0.666000
0.099111	0.668000
0.100000	0.670000
0.101111	0.670000
0.102000	0.672000
0.102667	0.676000
0.103333	0.680000
0.104222	0.682000
0.105111	0.684000
0.105778	0.688000
0.106667	0.690000
0.107556	0.692000
0.108444	0.694000
0.108889	0.700000
0.109778	0.702000
0.110667	0.704000
0.111556	0.706000
0.112444	0.708000
0.113333	0.710000
0.114444	0.710000
0.115333	0.712000
0.116222	0.714000
0.117333	0.714000
0.118000	0.718000
0.118889	0.720000
0.119778	0.722000
0.120889	0.722000
0.122000	0.722000
0.123111	0.722000
0.123556	0.728000
0.124444	0.730000
0.125556	0.730000
0.126222	0.734000
0.127333	0.734000
0.128000	0.738000
0.129111	0.738000
0.129778	0.742000
0.130889	0.742000
0.131556	0.746000
0.132667	0.746000
0.133778	0.746000
0.134444	0.750000
0.135556	0.750000
0.136667	0.750000
0.136889	0.758000
0.137333	0.764000
0.138222	0.766000
0.139333	0.766000
0.140222	0.768000
0.141111	0.770000
0.141778	0.774000
0.142444	0.778000
0.142889	0.784000
0.143778	0.786000
0.144889	0.786000
0.145556	0.790000
