0.000000	0.000000
0.000000	0.010000
0.000000	0.020000
0.000000	0.030000
0.000000	0.040000
0.000000	0.050000
0.000000	0.060000
0.000000	0.070000
0.000000	0.080000
0.000000	0.090000
0.000000	0.100000
0.000000	0.110000
0.000000	0.120000
0.000000	0.130000
0.000000	0.140000
0.000000	0.150000
0.000000	0.160000
0.000000	0.170000
0.000000	0.180000
0.000000	0.190000
0.000000	0.200000
0.000000	0.210000
0.000000	0.220000
0.000000	0.230000
0.000000	0.240000
0.000000	0.250000
0.000000	0.260000
0.000000	0.270000
0.000000	0.280000
0.000000	0.290000
0.000000	0.300000
0.000000	0.310000
0.000000	0.320000
0.000000	0.330000
0.000000	0.340000
0.000000	0.350000
0.000000	0.360000
0.000000	0.370000
0.000000	0.380000
0.000000	0.390000
0.000000	0.400000
0.000000	0.410000
0.000000	0.420000
0.000000	0.430000
0.000000	0.440000
0.000000	0.450000
0.000000	0.460000
0.000000	0.470000
0.000000	0.480000
0.000000	0.490000
0.000000	0.500000
0.000000	0.510000
0.000000	0.520000
0.000000	0.530000
0.000000	0.540000
0.000000	0.550000
0.000000	0.560000
0.000000	0.570000
0.000000	0.580000
0.000000	0.590000
0.000000	0.600000
0.000000	0.610000
0.000000	0.620000
0.000000	0.630000
0.000000	0.640000
0.000000	0.650000
0.000000	0.660000
0.000000	0.670000
0.000000	0.680000
0.000444	0.686000
0.000444	0.696000
0.000444	0.706000
0.000444	0.716000
0.000667	0.724000
0.001111	0.730000
0.001111	0.740000
0.001111	0.750000
0.001333	0.758000
0.002000	0.762000
0.002000	0.772000
0.002222	0.780000
0.002889	0.784000
0.003333	0.790000
0.003556	0.798000
0.003778	0.806000
0.004000	0.814000
0.004222	0.822000
0.004889	0.826000
0.005333	0.832000
0.005778	0.838000
0.006000	0.846000
0.006667	0.850000
0.006667	0.860000
0.007111	0.866000
0.007778	0.870000
0.008444	0.874000
0.009556	0.874000
0.009778	0.882000
0.010667	0.884000
0.011111	0.890000
0.011778	0.894000
0.012444	0.898000
0.013111	0.902000
0.014222	0.902000
0.014667	0.908000
0.015778	0.908000
0.016667	0.910000
0.017556	0.912000
0.018444	0.914000
0.019556	0.914000
0.020222	0.918000
0.021111	0.920000
0.022000	0.922000
0.022889	0.924000
0.023778	0.926000
0.024667	0.928000
0.025333	0.932000
0.026222	0.934000
0.027333	0.934000
0.028444	0.934000
0.029333	0.936000
0.030444	0.936000
0.031333	0.938000
0.032444	0.938000
0.033556	0.938000
0.034667	0.938000
0.035556	0.940000
0.036444	0.942000
0.037556	0.942000
0.038444	0.944000
0.039333	0.946000
0.040000	0.950000
0.041111	0.950000
0.042000	0.952000
0.043111	0.952000
0.044000	0.954000
0.045111	0.954000
0.046000	0.956000
0.047111	0.956000
0.048222	0.956000
0.049333	0.956000
0.050444	0.956000
0.051556	0.956000
0.052667	0.956000
0.053778	0.956000
0.054889	0.956000
0.056000	0.956000
0.056889	0.958000
0.058000	0.958000
0.059111	0.958000
0.060000	0.960000
0.060889	0.962000
0.062000	0.962000
0.063111	0.962000
0.064222	0.962000
0.065111	0.964000
0.066222	0.964000
0.067333	0.964000
0.068222	0.966000
0.069333	0.966000
0.070444	0.966000
0.071556	0.966000
0.072444	0.968000
0.073556	0.968000
0.074667	0.968000
0.075778	0.968000
0.076889	0.968000
0.078000	0.968000
0.079111	0.968000
0.080222	0.968000
0.081333	0.968000
0.082444	0.968000
0.083556	0.968000
0.084667	0.968000
0.085556	0.970000
0.086667	0.970000
0.087556	0.972000
0.088667	0.972000
0.089778	0.972000
0.090667	0.974000
0.091778	0.974000
0.092889	0.974000
0.094000	0.974000
0.095111	0.974000
0.096222	0.974000
0.097333	0.974000
0.098444	0.974000
0.099333	0.976000
0.100222	0.978000
0.101111	0.980000
0.102222	0.980000
0.103333	0.980000
0.104444	0.980000
0.105556	0.980000
0.106667	0.980000
0.107556	0.982000
0.108444	0.984000
0.109556	0.984000
0.110667	0.984000
0.111778	0.984000
0.112889	0.984000
0.114000	0.984000
0.115111	0.984000
0.116222	0.984000
0.117333	0.984000
0.118444	0.984000
0.119556	0.984000
0.120667	0.984000
0.121778	0.984000
0.122889	0.984000
0.123778	0.986000
